item_no,descr,item_vend_no,prc_1,lst_cost,categ_cod,subcat_cod,addl_descr_1,addl_descr_2,addl_descr_3,prof_alpha_1,prof_alpha_2,prof_alpha_3,nam,phone_1,ap_vend_no,vend_descr,vend_item_no,barcod,qty_on_hnd,lst_recv_dat,lst_sal_dat
24242,Christian Rosa Love's Gonna,2525,49.95,27.4725,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Christian Rosa Love's Gonna,9783864420856,,1,4/30/15,5/24/15
24244,Amie Siegel Catalogue,2525,65,35.75,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Amie Siegel Catalogue,9781941753033,,1,4/30/15,5/5/15
24246,The Wheel of Fortune,2525,25,13.75,BOOKS,GENERAL,,,,,,,RAM PUBLICATIONS USA,,,The Wheel of Fortune,9789490322496,,1,4/30/15,4/19/15
24250,Ichiro Tsugaru Poetry Writings,2525,89.95,49.4725,BOOKS,PHOTO,,,,,,,RAM PUBLICATIONS USA,,,Ichiro Tsugaru Poetry Writings,9784904257265,,1,4/30/15,4/14/15
24251,Assign & Arrange,2525,26,14.3,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,Assign & Arrange,9783943365900,,1,4/30/15,4/4/15
24253,Headless K.D.,2525,25,13.75,BOOKS,GENERAL,,,,,,,RAM PUBLICATIONS USA,,,Headless K.D.,9783956790263,,1,4/30/15,4/16/15
24292,Drawing People,1208,45,24.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Drawing People,9781938922688,,1,4/30/15,5/24/15
24339,Empanadas,218,19.95,10.9725,BOOKS,FOOD,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Empanadas,9781617691430,,1,4/30/15,5/5/15
24362,Art of the Book,9075339,45,25.651,BOOKS,DESIGN,,,,,,,GINGKO PRESS,,,Art of the Book,9781584235897,,1,4/30/15,5/8/15
24363,Bookshelf Design,9075339,45,25.651,BOOKS,DESIGN,,,,,,,GINGKO PRESS,,,Bookshelf Design,978988129449,,1,4/30/15,5/27/15
24364,Follow Me 3,9075339,49.95,28.471,BOOKS,DESIGN,,,,,,,GINGKO PRESS,,,Follow Me 3,9789881393419,,1,4/30/15,4/28/15
24383,Turner's Sketchbook,218,45,24.75,BOOKS,AHM COLL,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Turner's Sketchbook,9781849762953,,1,4/30/15,5/24/15
24384,Two Squares,218,19.95,10.9725,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Two Squares,97818494762571,,1,4/30/15,6/24/15
24392,Lari Pittman (Skira/Rizzoli),394,75,32.95,BOOKS,CONTEMP,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Lari Pittman (Skira/Rizzoli),9780847835768,,1,4/30/15,5/9/15
23911,Barnett Newman,166,55,33,BOOKS,MODERN,,,,,,,TriLiteral,8004051619,580623,Barnett Newman,9780300211764,,1,4/24/15,6/27/15
24028,Sock White Black Dots,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock White Black Dots,LB6 03,,1,4/23/15,6/21/15
24034,Sock Grey with White Dots,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock Grey with White Dots,PP2 02,,1,4/23/15,4/25/15
24035,Sock Blue Grey Stripe,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock Blue Grey Stripe,PP302,,1,4/23/15,6/4/15
24036,Sock Grey,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock Blue Grey Stripe,PP6 02,,1,4/23/15,6/27/15
24040,Sock White w/ Purple Squares,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock White w/ Purple Squares,LB2 02,,1,4/23/15,5/7/15
21796,Clouds with Drops Pin Large,272,64,29,JEWELRY,PINS,,,,,,,Sweet Bella,,,Clouds with Drops Pin Large,MLBB01-GMA,,1,4/15/15,6/12/15
21966,Apple Green Small Pin,272,34,15,JEWELRY,PINS,,,,,,,Sweet Bella,,,Apple Small Pin,MLBB01-PV,,1,4/15/15,6/23/15
23047,Champagne Bottle Sm Pin,272,34,14,JEWELRY,PINS,,,,,,,Sweet Bella,,,Champagne Bottle Sm Pin,MLBBO1B-BC,,1,4/15/15,5/12/15
23051,Feather Silver  Small Pin,272,34,15,JEWELRY,PINS,,,,,,,Sweet Bella,,,Wine Feather Silver  Small Pin,MLBBO1-PLA,,1,4/15/15,5/14/15
23068,eyeglasses Gold Small Pin,272,34,15,JEWELRY,PINS,,,,,,,Sweet Bella,,,Sunglases Gold Small Pin,MLBBO1-LUO,,1,4/15/15,5/2/15
23128,Blockitecture: Brutalism,43215,12.5,12.5,KIDS MERCH,,,,,,,,Areaware/Harmony Ball,,,Blockitecture: Brutalism,JPBL,,1,4/15/15,5/10/15
24147,Notecard Cactus Thank You,437,5,2.5,STATIONERY,NOTECARD,,,,,,,Egg Press,,,Notecard Cactus Thank You,W-1491S,,1,4/15/15,6/25/15
24093,Helene Schjerfbeck,1208,55,30.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Helene Schjerfbeck,9783735600103,,1,4/10/15,3/21/15
24095,Hubert De Givenchy,1208,85,46.75,BOOKS,FASHION,,,,,,,DAP/Perseus,800-343-4499,,Hubert De Givenchy,9788415113591,,1,4/10/15,6/4/15
24096,Jacob Lawrence The Migration S,1208,50,27.5,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Jacob Lawrence The Migration S,9780870709647,,1,4/10/15,6/27/15
24107,Stephen Shore Uncommon,1208,65,35.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Stephen Shore Uncommon,9781597113038,,1,4/10/15,5/23/15
20428,Mary Heilmann Good Vibrations,1208,59.95,32.973,BOOKS,CONTEMP,,core greg,,,,,DAP/Perseus,800-343-4499,,Mary Heilmann Good Vibrations,9783863352462,,1,4/9/15,6/27/15
23743,Draw Paint Print Like the Grea,444,19.95,10.773,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Draw Paint Print Like the Grea,9781780672816,,1,4/9/15,6/23/15
24173,Ed Ruscha Photographer,1208,45,24.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Ed Ruscha Photographer,9783865212061,,1,4/9/15,5/17/15
24186,Raymond Pettibon Whuytuyp,1208,35,19.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Raymond Pettibon Whuytuyp,9783037642900,,1,4/9/15,5/24/15
24209,Purple Fashion 23,667,31.5,18.9,BOOKS,MAG,,,,,,,IDEA BOOKS C/O GALGIANI,,,Purple Fashion 23,,,1,4/9/15,4/28/15
24210,104 Things to Paint,218,16.95,8.6445,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,104 Things to Paint,9781452124926,,1,4/9/15,6/25/15
24217,Keith Haring board book,218,12.99,6.6249,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Keith Haring board book,9780735342927,,1,4/9/15,6/27/15
24223,Stickyscapes London,218,14.95,7.6245,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Stickyscapes London,9781856699549,,1,4/9/15,5/1/15
24224,Stickyscapes Paris,218,14.95,7.6245,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Stickyscapes Paris,9781856699563,,1,4/9/15,5/23/15
24261,Painting Beyond Pollock,218,79.95,42.3735,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Painting Beyond Pollock,9780714868776,,1,4/9/15,5/22/15
24263,Cabinet 55: Love,1208,12,6.6,BOOKS,MAG,,,,,,,DAP/Perseus,800-343-4499,,Cabinet 55: Love,9781932698633,,1,4/9/15,6/10/15
23562,Extra Extra 3,667,19.5,11.7,BOOKS,MAG,,,,Aram Moshayedi,,,IDEA BOOKS C/O GALGIANI,,,Extra Extra 3,22140581,,1,4/3/15,4/23/15
24199,Richard Meier Smith House,667,40,24,BOOKS,ARCH,,,,,,,IDEA BOOKS C/O GALGIANI,,,Richard Meier Smith House,9784871406420,,1,4/3/15,4/2/15
24201,Sequester Awoiska vander Molen,667,54.5,32.7,BOOKS,PHOTO,,,,,,,IDEA BOOKS C/O GALGIANI,,,Sequester Awoiska vander Molen,9789490119294,,1,4/3/15,4/14/15
24204,Marc Nagtzaam Not Available,667,26,15.6,BOOKS,CONTEMP,,,,,,,IDEA BOOKS C/O GALGIANI,,,Marc Nagtzaam Not Available,9789491843235,,1,4/3/15,5/3/15
19378,Fruit in a Bag,8861,25,12.5,KIDS MERCH,,,,,KIDO,800,,KID O,212-366-5858,,Fruit in a Bag,10349,,1,3/26/15,6/25/15
20626,No Kiss For Mother,7148,16.95,8.9835,BOOKS,CHILDREN,,,,Tomi Ungerer,,,PHAIDON PRESS,,,No Kiss For Mother,9780714864754,,1,3/26/15,5/22/15
21187,Wild,193,16.95,9.492,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,Wild,9781909263086,,1,3/26/15,5/30/15
23176,simple thank you box set,365,14,7,STATIONERY,NOTECARD,,,,,,,Sapling Press,412 681 1003,,simple thank you box set,050B,,1,3/26/15,6/21/15
24071,Posy Wildflower Tea,435,12,5,HOME,EDIBLES,,,,,,,Dram Apothecary,,,Posy Wildflower Tea,,,1,3/26/15,6/21/15
24120,Good Morning Game,218,12.95,6.8635,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Good Morning Game,9780714868752,,1,3/26/15,5/24/15
24159,Adventures in Famous Places,367,9.99,4.7952,BOOKS,CHILDREN,,,,,,,Lonely Planet,510-250-6400,,Adventures in Famous Places,9781743607794,,1,3/26/15,6/6/15
24166,"Kuma-Kuma Chan, the little bea",1891,12.99,6.495,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,"Kuma-Kuma Chan, the little bea",9781940842011,,1,3/26/15,4/24/15
24189,Enormous Smallness,1208,17.95,10.052,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Enormous Smallness,9781592701711,,1,3/26/15,6/9/15
23148,thick as thieves notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,thick as thieves notecard,1423,,1,3/24/15,4/17/15
23151,besos! notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,besos! notecard,1425,,1,3/24/15,5/15/15
23306,Watering Can x3 Blue,376,67,33.5,HOME,DECOR,,,,,,,Wabnitz,,,Watering Can x3 Blue,X3PC3,,1,3/24/15,6/22/15
24129,monkey mom's day notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,monkey mom's day notecard,1711,,1,3/24/15,5/7/15
24131,feliz cumpleanos notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,feliz cumpleanos notecard,1219,,1,3/24/15,4/18/15
23906,Yves Saint Laurent & Halston,166,50,27,BOOKS,FASHION,,,,,,,TriLiteral,8004051619,580623,Yves Saint Laurent & Halston,9780300211511,,1,3/20/15,5/31/15
22214,Notecard Cool Cat 258,9042,4.5,2.25,STATIONERY,NOTECARD,,,,,,,CAROLYN SUZUKI GOODS,,,Notecard Cool Cat 258,258,,1,3/19/15,5/13/15
22243,Notecard Icelandic Poppies,260,3,1.125,STATIONERY,NOTECARD,,,,Herny Evans,,,Crane Creek Graphics,,,Notecard Icelandic Poppies,769,,1,3/17/15,6/21/15
22752,dog rattle blabla,139,20,10,KIDS MERCH,DOLL,,,,,,,BLABLA,,,dog rattle blabla,1-12-035,,1,3/17/15,5/19/15
23517,Red Monkey hat,396,22.95,10.5,KIDS MERCH,,,,,,,,Pebble,330 612 5850,,Red Monkey hat,100-046MONKEYR 6-12,,1,3/17/15,4/26/15
23531,Turtle doll,396,39.95,20,KIDS MERCH,DOLL,,,,,,,Pebble,330 612 5850,,Turtle doll,200-058LT,,1,3/17/15,4/7/15
23991,Purple Snake rattle,396,17.95,8,KIDS MERCH,DOLL,,,,,,,Pebble,330 612 5850,,Purple Snake rattle,200-099SP,,1,3/17/15,5/21/15
22211,The Lion and the Bird,193,17.95,10.053,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,The Lion and the Bird,9781592701513,,1,3/13/15,5/22/15
24154,Scandinavian Design box set,2525,45,24.75,BOOKS,DESIGN,,,,,,,RAM PUBLICATIONS USA,,,Scandinavian Design box set,978097184054,,1,3/13/15,6/9/15
24156,Japanese Arch,671,29.95,14.975,BOOKS,ARCH,,,,,,,SIMON & SCHUSTER,,,Japanese Arch,9784805313282,,1,3/13/15,5/22/15
20970,Saving the Season,394,35,19.95,BOOKS,FOOD,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Saving the Season,9780307599483,,1,3/10/15,6/12/15
23284,Four & Twenty Blackbirds,218,30,17.1,BOOKS,FOOD,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Four & Twenty Blackbirds,9781455520510,,1,3/10/15,3/11/15
24023,Sheets of Mist,321,30,18,BOOKS,CONTEMP,,,,,,,Karma,917-675-7508,,Sheets of Mist,9781938560835,,1,3/10/15,4/3/15
21804,Tri Dangle Earrings Brass,332,190,90,JEWELRY,EARRINGS,,Hannah K,,,,,Hannah Keefe,,,Tri Dangle Earrings Brass,,,1,3/6/15,5/17/15
23831,Weave Bracelet Brass Chain,332,280,140,JEWELRY,BRACELETS,,Hannah K,,,,,Hannah Keefe,,,Weave Bracelet Hk607,HK607 BRASS CHAIN,,1,3/6/15,
23832,Weave Bracelet silver,332,380,190,JEWELRY,BRACELETS,,Hannah K,,,,,Hannah Keefe,,,Weave Bracelet Hk607,HK607 STERLING CHAIN,,1,3/6/15,
23836,Curtain Earrings Brass Chain,332,220,110,JEWELRY,EARRINGS,,Hannah K,,Hannah Keefe,,,Hannah Keefe,,,Curtain Earrings Brass Chain,HK611,,1,3/6/15,5/29/15
23837,Silver Dot Earrings Silver,332,240,120,JEWELRY,EARRINGS,,Hannah K,,Hannah Keefe,,,Hannah Keefe,,,Silver Dot Earrings Silver,HK610 SILVER CHAIN,,1,3/6/15,
23838,Star Crossed Necklace Brass,332,230,115,JEWELRY,NECKLACES,,Hannah K,,Hannah Keefe,,,Hannah Keefe,,,Star Crossed Necklace Brass,HK602,,1,3/6/15,
23996,Bunny Lollipop Strawberry,323,3,1.75,HOME,EDIBLES,,,oregon strawberry,,,,Quin Candy,,,Bunny Lollipop Strawberry,,,1,3/3/15,5/17/15
23997,Bunny Lollipop Cherry,323,3,1.75,HOME,EDIBLES,,,oregon strawberry,,,,Quin Candy,,,Bunny Lollipop Cherry,,,1,3/3/15,6/27/15
22395,Tealight Holder Lg Mint,310,16,4.0341,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Lg Mint,1307-27,,1,2/27/15,6/20/15
22396,Tealight Holder Lg Peach,310,16,4.0341,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Lg Peach,1307-28,,1,2/27/15,6/5/15
22410,Tealight Holder Sm Cross,310,14,3.5595,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Sm Cross,1308-33,,1,2/27/15,6/27/15
23901,Mark Rothko Toward the Light,166,25,13.5,BOOKS,ART CRIT,,,,Cohen-Solal,,,TriLiteral,8004051619,580623,Mark Rothko Toward the Light,9780300182040,,1,2/27/15,5/13/15
24027,Way of Tea,4165,19.95,9.975,BOOKS,FOOD,,,,,,,SIMON & SCHUSTER,,,Way of Tea,9780804840323,,1,2/27/15,5/22/15
23712,Chris Martin,321,40,24,BOOKS,CONTEMP,,,,,,,Karma,917-675-7508,,Chris Martin,,,1,2/26/15,1/31/15
23713,Ray Johnson Cat. Res.,321,45,27,BOOKS,CONTEMP,,,,,,,Karma,917-675-7508,,Ray Johnson Cat. Res.,,,1,2/26/15,3/8/15
23965,Tippy and The Night Parade,1208,12.95,7.252,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Tippy and The Night Parade,9781935179573,,1,2/26/15,5/6/15
23966,Trip to the Bottom of the,1208,12.95,7.252,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Trip to the Bottom of the,9781935179191,,1,2/26/15,3/26/15
24001,3D Paper Craft Robots,1208,14.95,8.373,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,3D Paper Craft Robots,9788492810642,,1,2/26/15,5/23/15
10983,ED RUSCHA,218,27.5,15.125,BOOKS,MODERN,,CREATED BY KW,,"RICHARDS,M",107,,"HACHETTE BOOK GROUP, USA",800-759-0190,,ED RUSCHA,9780714839080,,1,2/20/15,3/19/15
21139,"Iggy Peck, Architect",218,16.95,9.3225,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,"Iggy Peck, Architect",,,1,2/20/15,4/22/15
23242,My Little Library,218,14.99,8.095,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Little Library,978284019719,,1,2/20/15,5/26/15
23924,Formalism and Historicity,166,49.95,26.973,BOOKS,ART CRIT,,,,,,,TriLiteral,8004051619,580623,Formalism and Historicity,9780262028523,,1,2/20/15,5/10/15
23947,Mark Tobey/Teng Baiye/ Danzker,503,35,19.25,BOOKS,CONTEMP,,,,,,,HOPKINS FULFILLMENT SERVICE,,,Mark Tobey/Teng Baiye/ Danzker,9780962460265,,1,2/20/15,2/19/15
23963,Jeff Wall,218,24.95,13.7225,BOOKS,PHOTO,,perfect likeness,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Jeff Wall,9781854376114,,1,2/20/15,6/21/15
24000,Learning From Las Vegas,444,25.95,14.79,BOOKS,ARCH,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Learning From Las Vegas,9780262720069,,1,2/20/15,6/12/15
23847,Extra Large Vessel KR,419,600,300,HOME,DECOR,kr,,,Kat and Roger,,,K & R Paint and Clay,(831)247-3393,,Extra Large Vessel,,,1,2/19/15,
23467,Oleandro,389,800,332.22,JEWELRY,NECKLACES,,,,,,,Sveva,,,Oleandro,OLEANDRO,,1,2/18/15,
23504,Nestingdockor Large Animal 1,392,30,11.7464,KIDS MERCH,,,,,,,,OMM Design,,,Nestiingdockor Large Animal 1,SM4D,,1,2/18/15,6/27/15
23525,Elephant Coinbank Green Small,392,12,4.746,KIDS MERCH,,,,,,,,OMM Design,,,Elephant Coinbank Green Small,NE1G,,1,2/18/15,6/12/15
23863,Honeycomb Figures Set 1 Elepha,392,12,4.9833,KIDS MERCH,,,,,,,,OMM Design,,,Honeycomb Figures Set 1,48H2E,,1,2/18/15,5/23/15
23864,Honeycomb Figures Set 2 Whale,392,12,4.9833,KIDS MERCH,,,,,,,,OMM Design,,,Honeycomb Figures Set 2 Whale,48H2W,,1,2/18/15,4/16/15
20379,Richard Diebenkorn Berkeley Ye,262,65,37.05,BOOKS,MODERN,,,,"Timothy Anglin Burgard, Steven",,,"MIT PRESS, ORDER DEPT.",,,Richard Diebenkorn Berkeley Ye,9780300190786,,1,2/17/15,5/14/15
22354,Peter Doig: No Foreign Lands,1208,65,37.05,BOOKS,CONTEMP,Hatje Cantz,core HCC greg,,Hilton Als,,,DAP/Perseus,800-343-4499,,Peter Doig: No Foreign Lands,9783775737234,,1,2/17/15,2/22/15
22390,Christopher Wool,1208,55,31.35,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Christopher Wool,9780892074983,,1,2/17/15,6/21/15
22624,Modern Originals,679,50,28.5,BOOKS,ARCH,,,,,,,RANDOM HOUSE,,,Modern Originals,9780847842230,,1,2/17/15,4/28/15
23163,Thoughts on Design Paul Rand,218,19.95,11.37,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Thoughts on Design Paul Rand,9780811875448,,1,2/17/15,5/24/15
23292,The Essential Cy Twombly,1208,75,42.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,The Essential Cy Twombly,9781938922459,,1,2/17/15,6/10/15
23886,The Fable Game,8886,32,17.427,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,The Fable Game,,,1,2/17/15,6/11/15
23897,Mappamodello,8886,24,13.2446,BOOKS,FASHION,,,,,,,Corraini Edizioni,,,Mappamodello,,,1,2/17/15,
23975,Carlo Scarpa Architecture and,444,65,37.05,BOOKS,ARCH,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Carlo Scarpa Architecture and,9780847829118,,1,2/17/15,4/3/15
23976,Ellsworth Kelly Chatham Series,444,22.95,13.08,BOOKS,CONTEMP,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Ellsworth Kelly Chatham Series,9780870708732,,1,2/17/15,3/4/15
23979,Image Music Text,444,17,9.69,BOOKS,ART CRIT,,,,Roland Barthes,,,BAKER & TAYLOR CO.,800-775-1700,,Image Music Text,9780374521363,,1,2/17/15,5/24/15
23981,Moyra Davey Burn the Diaries,444,27,15.39,BOOKS,CONTEMP,,core greg,,,,,BAKER & TAYLOR CO.,800-775-1700,,Moyra Davey Burn the Diaries,9780985337728,,1,2/17/15,3/11/15
23983,Phyllida Barlow Drawings,444,80,45.6,BOOKS,CONTEMP,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Phyllida Barlow Drawings,9783037643662,,1,2/17/15,
23938,California Moderne Midcentury,394,65,35.1,BOOKS,ARCH,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,California Moderne Midcentury,9780847842483,,1,2/10/15,4/11/15
23939,Colour Me Good Chairs,9619095,13,6.5,BOOKS,DESIGN,,,,,,,SCB DISTRIBUTORS,,,Colour Me Good Chairs,9780992854423,,1,2/10/15,4/14/15
23175,Monarch Playing Cards,364,6.95,4.17,HOME,MISC,,,,,,,Theory 11,,,Monarch Playing Cards,,,1,2/5/15,6/9/15
23916,Isa Genzken,166,18.95,10.233,BOOKS,ART CRIT,,,,,,,TriLiteral,8004051619,580623,Isa Genzken,9780262527118,,1,2/5/15,4/24/15
23932,Aliens & Anorexia,166,15.95,8.613,BOOKS,ART CRIT,,,,Chris Krauss,,,TriLiteral,8004051619,580623,Aliens & Anorexia,9781584351269,,1,2/5/15,
23879,Modern Matter issue 7,422,15,10.5,BOOKS,MAG,,,,,,,New Distribution House,,,Modern Matter issue 7,,,1,2/4/15,5/15/15
23880,Pineapple issue 1,422,12,8.4,BOOKS,MAG,,,,,,,New Distribution House,,,Pineapple issue 1,,,1,2/4/15,5/24/15
23881,The Exhibitionist issue 10,422,15,10.5,BOOKS,MAG,,,,,,,New Distribution House,,,The Exhibitionist issue 10,,,1,2/4/15,3/17/15
23882,TOO Much issue 5,422,23,16.1,BOOKS,MAG,,,,,,,New Distribution House,,,TOO Much issue 5,,,1,2/4/15,2/22/15
23859,Golf Ball,312,16.95,11.0175,BOOKS,DESIGN,,,,,,,MPS,888-330-8477,136115,Golf Ball,9781628921380,,1,1/29/15,6/12/15
23861,Swimming in the Rain,421,19.95,11.97,BOOKS,EVENTS,,,,,,,Autumn House Press,,,Swimming in the Rain,9781938769009,,1,1/28/15,6/20/15
23786,Clip sm orange,272,5,2.25,HOME,DESKTOP,,,,,,,Sweet Bella,,,Clip sm orange,LP07205AR,,1,1/23/15,6/21/15
14614,NEVER CONTENT,8886,23,11.91,BOOKS,CHILDREN,,,,"MUNARI,B",400,,Corraini Edizioni,,,NEVER CONTENT,9788875700805,,1,1/20/15,5/14/15
14828,CICCI COCCO,8886,18,9.99,BOOKS,CHILDREN,,,,"MUNARI,B",400,,Corraini Edizioni,,,CICCI COCCO,9788886250832,,1,1/20/15,5/31/15
22856,Cirque Calder,8886,25,13.83,BOOKS,MODERN,,,,,,,Corraini Edizioni,,,Cirque Calder,CF03,,1,1/20/15,2/26/15
22871,Night Becomes Day,8886,22,12.29,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Night Becomes Day,B71INGL,,1,1/20/15,4/22/15
21975,Sunglasses Gold Large Pin,272,64,24,JEWELRY,PINS,,,,,,,Sweet Bella,,,Sunglasses Gold Large Pin,MLBB01-GSO,,1,1/16/15,5/16/14
21978,Peapod Large Pin,272,64,29,JEWELRY,PINS,,,,,,,Sweet Bella,,,Peapod Large Pin,MLBB01-PP,,1,1/16/15,6/27/15
23808,Graphic 30: Publishers,667,33,19.8,BOOKS,DESIGN,,,,,,,IDEA BOOKS C/O GALGIANI,,,Graphic 30: Publishers,977197579005,,1,1/14/15,4/16/15
22952,Blue Stapler,272,27,12,HOME,DESKTOP,,,,,,,Sweet Bella,,,Blue Stapler,LP00097BL,,1,1/13/15,6/5/15
23315,My Jug Large Yellow,1121,50,25,HOME,KITCHEN,,,,,,,NEO-UTILITY,,,My Jug Large Yellow,JC1162,,1,1/13/15,6/28/15
23782,Magnetic tape cutter Blue/Grey,272,14,6.25,HOME,DESKTOP,,,,,,,Sweet Bella,,,Magnetic tape cutter Blue/Grey,MTTC0007,,1,1/13/15,6/26/15
19532,Walker Evans American Photo,1208,35,19.25,BOOKS,PHOTO,,core greg,,,,,DAP/Perseus,800-343-4499,,Walker Evans American Photo,9780870708350,,1,1/9/15,6/24/15
22355,Michael Borremans: As Sweet as,1208,85,46.75,BOOKS,CONTEMP,Hatje Cantz,,,,,,DAP/Perseus,800-343-4499,,Michael Borremans: As Sweet as,9783775737692,,1,1/9/15,3/29/15
23705,Kitchen in France,444,40,22.8,BOOKS,FOOD,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Kitchen in France,9780804185592,,1,1/9/15,4/14/15
22207,I Like Animals,193,17.95,10.052,BOOKS,CHILDREN,,CBSD,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,I Like Animals,9781909263253,,1,1/2/15,5/1/15
23472,Evolution Coloring Book,1208,15.95,8.7725,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Evolution Coloring Book,9781908714169,,1,1/2/15,3/21/15
23755,032c winter 2014/15,90301,19.9,13.93,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,032c winter 2014/15,,,1,1/2/15,6/12/15
23762,The Shadow Factory,394,17,9.18,BOOKS,EVENTS,,,,James Bamford,,,"RANDOM HOUSE, INC.",800-726-0600,,The Shadow Factory,9780307279392,,1,1/2/15,1/20/15
23769,Silent Night tea,325,16,7.5,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Silent Night tea,,,1,1/2/15,6/4/15
23794,Abitare Dec 2014,90301,17,12.41,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Abitare Ded 2014,,,1,1/2/15,4/24/15
23738,Nicole Eisenman,1208,62,19.975,BOOKS,CONTEMP,,core,,,,,DAP/Perseus,800-343-4499,,Nicole Eisenman,9783863355609,,1,12/19/14,12/20/14
23746,It's So Good!,1208,19.95,11.172,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,It's So Good!,9781733821480,,1,12/19/14,5/27/15
23758,The Experimenters,226,40,24,BOOKS,ART CRIT,,,,,,,UNIV OF CHICAGO PRESS,,55050,The Experimenters,9780226067988,,1,12/19/14,1/11/15
23463,Once Upon an Alphabet,14,26.99,14.57,BOOKS,CHILDREN,,,,Oliver Jeffers,,,PENGUIN GROUP,1005194-Gift account susa,,Once Upon an Alphabet,9780399167911,,1,12/16/14,6/12/15
